MicrorregiõesIBGE;Pop_2020;Infeccaocovid;mortalidadecovid;PIBpercapita;Rendamediapercapita;Taxa_Analfabetismo;Instalacoessanitarias;taxa_insta_san;Abastecimentodeagua;taxaabste_agua;Coletadelixo;taxacoleta_lixo;ESF2020_Dez;CoberturaESF;Medicos_total;taxamedicos;Enfermeiros;taxa_enfer;Fisioterapeutas;taxa_fisio;ACS;taxa_acs;Leitosdeinternacao;taxa_leitos_interpormil;LeitosUTI;taxa_UTI;EquipamentosRaioX;taxaEquip_raioxpormil;EquipamentosTomografoComputadorizado;taxaEquip_tomografopormil;Resp_VentEquipamentos_Existentes;taxaventiladorespormil;taxainf;taxamortal
35008 Novo Horizonte;88118,00;2698,00;74,00;22051,76;750,08;0,92;69914,00;793,41;23456,00;0,27;23692,00;0,27;17,00;0,58;101,00;1,15;81,00;0,92;52,00;0,59;80,00;0,91;189,00;2,14;178,00;2,02;4,00;0,05;1,00;0,01;27,00;0,31;30,62;0,84
35009 Barretos;147584,00;6473,00;170,00;29642,79;865,36;0,84;126935,00;860,09;41061,00;0,28;41125,00;0,28;25,00;0,51;1088,00;7,37;570,00;3,86;140,00;0,95;172,00;1,17;570,00;3,86;111,00;0,75;54,00;0,37;9,00;0,06;121,00;0,82;43,86;1,15
35010 S.Joaquim Barra;236388,00;8075,00;202,00;30653,37;793,85;1,18;200878,00;849,78;62000,00;0,26;62285,00;0,26;48,00;0,61;317,00;1,34;236,00;1,00;120,00;0,51;257,00;1,09;501,00;2,12;87,00;0,37;36,00;0,15;4,00;0,02;52,00;0,22;34,16;0,85
35011 Ituverava;104136,00;2328,00;97,00;27629,07;942,55;1,32;90045,00;864,69;28730,00;0,28;29114,00;0,28;25,00;0,72;229,00;2,20;134,00;1,29;74,00;0,71;141,00;1,35;215,00;2,06;47,00;0,45;16,00;0,15;3,00;0,03;26,00;0,25;22,36;0,93
35012 Franca;430962,00;8642,00;254,00;22302,92;795,82;1,03;363516,00;843,50;112753,00;0,26;111240,00;0,26;37,00;0,26;775,00;1,80;407,00;0,94;165,00;0,38;174,00;0,40;828,00;1,92;556,00;1,29;41,00;0,10;2,00;0,00;137,00;0,32;20,05;0,59
35013 Jaboticabal;440670,00;11651,00;308,00;23445,13;797,49;1,21;384335,00;872,16;120965,00;0,27;122812,00;0,28;75,00;0,51;776,00;1,76;455,00;1,03;197,00;0,45;430,00;0,98;916,00;2,08;187,00;0,42;81,00;0,18;11,00;0,02;152,00;0,34;26,44;0,70
35014 Ribeirão Preto;1214085,00;46968,00;1404,00;32162,24;1076,14;1,57;985960,00;812,10;315161,00;0,26;309510,00;0,25;103,00;0,25;4103,00;3,38;1966,00;1,62;608,00;0,50;647,00;0,53;2910,00;2,40;511,00;0,42;162,00;0,13;33,00;0,03;717,00;0,59;38,69;1,16
35015 Batatais;117211,00;2009,00;62,00;21634,43;769,35;0,69;94498,00;806,22;30214,00;0,26;30210,00;0,26;29,00;0,74;234,00;2,00;146,00;1,25;83,00;0,71;172,00;1,47;323,00;2,76;235,00;2,00;20,00;0,17;1,00;0,01;32,00;0,27;17,14;0,53
35016 Andradina;194182,00;5513,00;145,00;24569,53;793,40;1,09;143939,00;741,26;51631,00;0,27;51818,00;0,27;61,00;0,94;369,00;1,90;281,00;1,45;133,00;0,68;391,00;2,01;408,00;2,10;10211,00;52,58;24,00;0,12;4,00;0,02;57,00;0,29;28,39;0,75
35017 Araçatuba;284984,00;12935,00;251,00;27458,61;909,71;0,88;236302,00;829,18;78996,00;0,28;79686,00;0,28;70,00;0,74;704,00;2,47;478,00;1,68;151,00;0,53;360,00;1,26;541,00;1,90;469,00;1,65;45,00;0,16;6,00;0,02;109,00;0,38;45,39;0,88
35018 Birigui;291604,00;9406,00;246,00;20021,02;753,21;1,00;237049,00;812,91;77760,00;0,27;78689,00;0,27;66,00;0,68;371,00;1,27;325,00;1,11;116,00;0,40;408,00;1,40;438,00;1,50;815,00;2,79;50,00;0,17;7,00;0,02;85,00;0,29;32,26;0,84
35019 Lins;177114,00;7248,00;112,00;31002,95;760,38;1,23;142434,00;804,19;46286,00;0,26;46689,00;0,26;35,00;0,59;246,00;1,39;239,00;1,35;105,00;0,59;209,00;1,18;567,00;3,20;46,00;0,26;40,00;0,23;7,00;0,04;71,00;0,40;40,92;0,63
35020 Bauru;621716,00;26591,00;434,00;28113,21;977,37;0,92;514440,00;827,45;166950,00;0,27;163790,00;0,26;74,00;0,36;1453,00;2,34;1205,00;1,94;340,00;0,55;449,00;0,72;1870,00;3,01;125,00;0,20;114,00;0,18;22,00;0,04;265,00;0,43;42,77;0,70
35021 Jaú;388471,00;11623,00;233,00;26114,11;832,31;1,04;327789,00;843,79;102173,00;0,26;102943,00;0,26;58,00;0,45;721,00;1,86;616,00;1,59;151,00;0,39;359,00;0,92;1253,00;3,23;32,00;0,08;51,00;0,13;8,00;0,02;163,00;0,42;29,92;0,60
35022 Avaré;202112,00;2735,00;53,00;19471,13;716,38;0,80;147071,00;727,67;48214,00;0,24;49692,00;0,25;34,00;0,50;255,00;1,26;192,00;0,95;70,00;0,35;179,00;0,89;272,00;1,35;12,00;0,06;25,00;0,12;2,00;0,01;42,00;0,21;13,53;0,26
35023 Botucatu;237837,00;5748,00;96,00;24984,43;917,06;0,72;182455,00;767,14;60346,00;0,25;61292,00;0,26;31,00;0,39;1314,00;5,52;636,00;2,67;180,00;0,76;117,00;0,49;752,00;3,16;101,00;0,42;53,00;0,22;7,00;0,03;143,00;0,60;24,17;0,40
35024 Araraquara;566133,00;14988,00;257,00;27957,44;878,52;0,99;474768,00;838,62;153521,00;0,27;154191,00;0,27;86,00;0,46;1432,00;2,53;884,00;1,56;330,00;0,58;418,00;0,74;1095,00;1,93;13,00;0,02;91,00;0,16;17,00;0,03;252,00;0,45;26,47;0,45
35025 São Carlos;351099,00;8104,00;104,00;33930,78;957,32;0,99;292044,00;831,80;93790,00;0,27;93007,00;0,26;47,00;0,40;772,00;2,20;378,00;1,08;228,00;0,65;202,00;0,58;616,00;1,75;3,00;0,01;53,00;0,15;7,00;0,02;168,00;0,48;23,08;0,30
35026 Rio Claro;272838,00;6229,00;188,00;36383,29;963,47;0,96;224019,00;821,07;73219,00;0,27;71947,00;0,26;34,00;0,37;434,00;1,59;322,00;1,18;114,00;0,42;212,00;0,78;484,00;1,77;374,00;1,37;45,00;0,16;8,00;0,03;130,00;0,48;22,83;0,69
35027 Limeira;657972,00;25748,00;557,00;35355,24;845,90;1,39;550008,00;835,91;169448,00;0,26;169300,00;0,26;87,00;0,40;1438,00;2,19;830,00;1,26;305,00;0,46;469,00;0,71;1060,00;1,61;192,00;0,29;65,00;0,10;13,00;0,02;276,00;0,42;39,13;0,85
35028 Piracicaba;629410,00;25249,00;555,00;43942,71;1009,10;1,05;511289,00;812,33;164075,00;0,26;162934,00;0,26;76,00;0,36;1278,00;2,03;865,00;1,37;339,00;0,54;369,00;0,59;980,00;1,56;474,00;0,75;87,00;0,14;17,00;0,03;301,00;0,48;40,12;0,88
35029 Pirassununga;204766,00;5858,00;113,00;23396,34;865,77;1,11;171046,00;835,32;54579,00;0,27;53803,00;0,26;34,00;0,50;388,00;1,89;247,00;1,21;91,00;0,44;164,00;0,80;263,00;1,28;1,00;0,00;41,00;0,20;6,00;0,03;55,00;0,27;28,61;0,55
35030 S.João B.Vista;434425,00;9449,00;199,00;22382,94;825,64;1,08;349612,00;804,77;113241,00;0,26;115427,00;0,27;78,00;0,54;922,00;2,12;589,00;1,36;282,00;0,65;377,00;0,87;1676,00;3,86;70,00;0,16;75,00;0,17;9,00;0,02;132,00;0,30;21,75;0,46
35031 Mogi Mirim;433442,00;12812,00;306,00;31406,70;816,01;0,92;338650,00;781,30;108972,00;0,25;111362,00;0,26;72,00;0,50;702,00;1,62;509,00;1,17;179,00;0,41;411,00;0,95;1697,00;3,92;59,00;0,14;70,00;0,16;12,00;0,03;150,00;0,35;29,56;0,71
35032 Campinas;3085794,00;110039,00;3097,00;48199,57;1112,69;1,07;2208516,00;715,70;795267,00;0,26;787759,00;0,26;369,00;0,36;9075,00;2,94;4573,00;1,48;1145,00;0,37;1362,00;0,44;4711,00;1,53;34,00;0,01;444,00;0,14;99,00;0,03;1362,00;0,44;35,66;1,00
35033 Amparo;199990,00;3832,00;70,00;27273,24;855,88;0,83;121707,00;608,57;43197,00;0,22;48171,00;0,24;48,00;0,72;441,00;2,21;240,00;1,20;86,00;0,43;221,00;1,11;541,00;2,71;1,00;0,01;32,00;0,16;4,00;0,02;57,00;0,29;19,16;0,35
35034 Dracena;126927,00;2603,00;66,00;19315,77;753,24;1,45;93627,00;737,64;34643,00;0,27;34494,00;0,27;31,00;0,73;195,00;1,54;200,00;1,58;65,00;0,51;184,00;1,45;274,00;2,16;42,00;0,33;16,00;0,13;5,00;0,04;27,00;0,21;20,51;0,52
35035 Adamantina;169804,00;2439,00;60,00;18104,73;734,70;0,74;132023,00;777,50;45543,00;0,27;45799,00;0,27;47,00;0,83;274,00;1,61;251,00;1,48;92,00;0,54;278,00;1,64;477,00;2,81;187,00;1,10;22,00;0,13;7,00;0,04;41,00;0,24;14,36;0,35
35036 Pres.Prudente;616976,00;17717,00;431,00;22800,08;814,43;0,95;489672,00;793,66;167265,00;0,27;168000,00;0,27;153,00;0,74;1496,00;2,42;974,00;1,58;367,00;0,59;899,00;1,46;1739,00;2,82;110,00;0,18;87,00;0,14;18,00;0,03;265,00;0,43;28,72;0,70
35037 Tupã;114327,00;1994,00;73,00;24138,66;767,17;0,85;97897,00;856,29;32500,00;0,28;32540,00;0,28;28,00;0,73;204,00;1,78;165,00;1,44;81,00;0,71;160,00;1,40;439,00;3,84;246,00;2,15;18,00;0,16;2,00;0,02;48,00;0,42;17,44;0,64
35038 Marília;358810,00;8928,00;158,00;32398,73;862,82;0,63;301578,00;840,49;98505,00;0,27;98361,00;0,27;81,00;0,68;1207,00;3,36;780,00;2,17;253,00;0,71;455,00;1,27;1282,00;3,57;208,00;0,58;48,00;0,13;12,00;0,03;238,00;0,66;24,88;0,44
35039 Assis;287142,00;6180,00;104,00;26111,78;758,94;0,84;237980,00;828,79;79203,00;0,28;80035,00;0,28;53,00;0,55;566,00;1,97;438,00;1,53;167,00;0,58;311,00;1,08;490,00;1,71;5,00;0,02;49,00;0,17;16,00;0,06;99,00;0,34;21,52;0,36
35040 Ourinhos;315943,00;7342,00;107,00;21152,73;747,79;0,95;251050,00;794,61;83737,00;0,27;85072,00;0,27;53,00;0,50;458,00;1,45;422,00;1,34;146,00;0,46;308,00;0,97;575,00;1,82;71,00;0,22;68,00;0,22;11,00;0,03;103,00;0,33;23,24;0,34
35041 Itapeva;254651,00;4638,00;134,00;17250,50;532,62;1,02;183261,00;719,66;62535,00;0,25;64776,00;0,25;64,00;0,75;283,00;1,11;298,00;1,17;94,00;0,37;385,00;1,51;315,00;1,24;67,00;0,26;30,00;0,12;6,00;0,02;74,00;0,29;18,21;0,53
35042 Itapetininga;222078,00;6502,00;100,00;21885,14;695,04;0,92;152824,00;688,15;50570,00;0,23;52078,00;0,23;28,00;0,38;317,00;1,43;217,00;0,98;75,00;0,34;167,00;0,75;209,00;0,94;4,00;0,02;19,00;0,09;4,00;0,02;35,00;0,16;29,28;0,45
35043 Tatuí;307215,00;8529,00;171,00;31118,68;779,87;1,02;213737,00;695,72;70373,00;0,23;72246,00;0,24;37,00;0,36;419,00;1,36;293,00;0,95;126,00;0,41;168,00;0,55;269,00;0,88;132,00;0,43;31,00;0,10;10,00;0,03;66,00;0,21;27,76;0,56
35044 Capão Bonito;133146,00;2739,00;83,00;16432,64;446,99;0,70;72323,00;543,19;29376,00;0,22;30619,00;0,23;49,00;1,10;100,00;0,75;152,00;1,14;39,00;0,29;297,00;2,23;167,00;1,25;24,00;0,18;11,00;0,08;1,00;0,01;30,00;0,23;20,57;0,62
35045 Piedade;205191,00;2809,00;108,00;16366,21;583,60;1,12;71672,00;349,29;31866,00;0,16;36848,00;0,18;32,00;0,47;156,00;0,76;137,00;0,67;49,00;0,24;176,00;0,86;363,00;1,77;13,00;0,06;13,00;0,06;1,00;0,00;42,00;0,20;13,69;0,53
35046 Sorocaba;1541194,00;45949,00;1103,00;38740,97;913,00;1,01;1130474,00;733,51;369029,00;0,24;327450,00;0,21;123,00;0,24;3262,00;2,12;1772,00;1,15;544,00;0,35;484,00;0,31;2789,00;1,81;27,00;0,02;208,00;0,13;35,00;0,02;682,00;0,44;29,81;0,72
35047 Jundiaí;744424,00;24886,00;719,00;81202,35;1139,40;1,02;542478,00;728,72;182021,00;0,24;184739,00;0,25;59,00;0,24;1889,00;2,54;870,00;1,17;270,00;0,36;281,00;0,38;1026,00;1,38;40,00;0,05;92,00;0,12;18,00;0,02;292,00;0,39;33,43;0,97
35048 Bragança SP;584752,00;14048,00;260,00;30923,26;918,04;1,04;320060,00;547,34;120508,00;0,21;135403,00;0,23;76,00;0,39;1717,00;2,94;847,00;1,45;214,00;0,37;324,00;0,55;804,00;1,37;2,00;0,00;89,00;0,15;22,00;0,04;173,00;0,30;24,02;0,44
35049 Campos Jordão;74821,00;1851,00;40,00;16423,67;789,83;1,63;45556,00;608,87;16670,00;0,22;16772,00;0,22;19,00;0,76;140,00;1,87;79,00;1,06;21,00;0,28;104,00;1,39;241,00;3,22;1977,00;26,42;13,00;0,17;2,00;0,03;18,00;0,24;24,74;0,53
35050 S.José Campos;1620372,00;47527,00;1076,00;40223,42;1005,40;0,99;1263616,00;779,83;405988,00;0,25;399602,00;0,25;180,00;0,33;4133,00;2,55;2754,00;1,70;818,00;0,50;828,00;0,51;2983,00;1,84;53,00;0,03;210,00;0,13;46,00;0,03;770,00;0,48;29,33;0,66
35051 Guaratinguetá;439594,00;7672,00;199,00;23215,40;774,68;1,29;356272,00;810,46;114257,00;0,26;115313,00;0,26;67,00;0,46;960,00;2,18;596,00;1,36;188,00;0,43;415,00;0,94;782,00;1,78;2,00;0,00;72,00;0,16;14,00;0,03;215,00;0,49;17,45;0,45
35052 Bananal;27832,00;352,00;5,00;10944,23;500,47;1,26;16669,00;598,91;5988,00;0,22;6456,00;0,23;12,00;1,29;49,00;1,76;55,00;1,98;11,00;0,40;62,00;2,23;17,00;0,61;41,00;1,47;3,00;0,11;0,00;0,00;4,00;0,14;12,65;0,18
35053 Par./Paraitinga;72499,00;784,00;25,00;13481,82;570,95;0,87;32998,00;455,15;12961,00;0,18;13994,00;0,19;21,00;0,87;65,00;0,90;75,00;1,03;14,00;0,19;140,00;1,93;65,00;0,90;125,00;1,72;5,00;0,07;0,00;0,00;8,00;0,11;10,81;0,34
35054 Caraguatatuba;341132,00;12168,00;241,00;42267,25;778,46;1,53;113447,00;332,56;72967,00;0,21;79715,00;0,23;91,00;0,80;737,00;2,16;561,00;1,64;130,00;0,38;539,00;1,58;583,00;1,71;50,00;0,15;53,00;0,16;13,00;0,04;188,00;0,55;35,67;0,71
35055 Registro;251708,00;9936,00;256,00;33492,21;535,61;1,51;137056,00;544,50;54849,00;0,22;61286,00;0,24;90,00;1,07;401,00;1,59;449,00;1,78;102,00;0,41;570,00;2,26;374,00;1,49;93,00;0,37;37,00;0,15;5,00;0,02;123,00;0,49;39,47;1,02
35056 Itanhaém;258770,00;5582,00;205,00;15055,98;659,79;1,54;64364,00;248,73;63298,00;0,24;64488,00;0,25;61,00;0,71;363,00;1,40;290,00;1,12;78,00;0,30;394,00;1,52;195,00;0,75;59,00;0,23;30,00;0,12;6,00;0,02;66,00;0,26;21,57;0,79
35057 Osasco;1986839,00;56935,00;2448,00;70280,86;867,40;1,41;1398530,00;703,90;515251,00;0,26;499931,00;0,25;182,00;0,27;4831,00;2,43;2514,00;1,27;594,00;0,30;875,00;0,44;2217,00;1,12;87,00;0,04;202,00;0,10;36,00;0,02;681,00;0,34;28,66;1,23
35058 Franco da Rocha;538837,00;13164,00;478,00;16001,37;641,25;0,98;259896,00;482,33;117405,00;0,22;119015,00;0,22;69,00;0,38;876,00;1,63;603,00;1,12;132,00;0,24;431,00;0,80;1031,00;1,91;15,00;0,03;51,00;0,09;5,00;0,01;205,00;0,38;24,43;0,89
35059 Guarulhos;1541244,00;32726,00;1905,00;37352,73;788,21;1,23;1109598,00;719,94;382833,00;0,25;377901,00;0,25;175,00;0,34;3218,00;2,09;1801,00;1,17;325,00;0,21;870,00;0,56;2194,00;1,42;445,00;0,29;109,00;0,07;22,00;0,01;538,00;0,35;21,23;1,24
35060 Itapec.Serra;1172450,00;28018,00;1105,00;29631,96;734,97;1,20;606904,00;517,64;263597,00;0,22;265844,00;0,23;119,00;0,30;1479,00;1,26;1288,00;1,10;239,00;0,20;563,00;0,48;1984,00;1,69;48,00;0,04;93,00;0,08;15,00;0,01;393,00;0,34;23,90;0,94
35061 São Paulo;15132944,00;497920,00;19132,00;47259,22;1350,41;1,19;12451629,00;822,82;4323157,00;0,29;4141338,00;0,27;2064,00;0,41;52539,00;3,47;30509,00;2,02;7540,00;0,50;11143,00;0,74;34857,00;2,30;105,00;0,01;2010,00;0,13;502,00;0,03;9866,00;0,65;32,90;1,26
35062 Mogi das Cruzes;1521528,00;34148,00;1555,00;26497,56;661,27;1,17;1005071,00;660,57;351779,00;0,23;365686,00;0,24;101,00;0,20;2007,00;1,32;1475,00;0,97;470,00;0,31;566,00;0,37;1618,00;1,06;78,00;0,05;107,00;0,07;24,00;0,02;471,00;0,31;22,44;1,02
35063 Santos;1651955,00;72482,00;2520,00;28639,77;1004,02;1,16;1158852,00;701,50;451467,00;0,27;423171,00;0,26;265,00;0,48;4248,00;2,57;2302,00;1,39;724,00;0,44;1252,00;0,76;3156,00;1,91;330,00;0,20;285,00;0,17;58,00;0,04;982,00;0,59;43,88;1,53
41001 Paranavaí;288640,00;5757,00;86,00;18280,70;677,82;0,94;92563,00;320,69;75706,00;0,26;76201,00;0,26;93,00;0,97;317,00;1,10;310,00;1,07;87,00;0,30;538,00;1,86;667,00;2,31;226,00;0,78;35,00;0,12;7,00;0,02;22,00;0,08;19,95;0,30
41002 Umuarama;277003,00;9685,00;116,00;21603,39;684,53;0,93;94705,00;341,89;75883,00;0,27;72435,00;0,26;88,00;0,95;508,00;1,83;424,00;1,53;104,00;0,38;485,00;1,75;856,00;3,09;21,00;0,08;40,00;0,14;9,00;0,03;86,00;0,31;34,96;0,42
41003 Cianorte;162273,00;5200,00;62,00;25028,55;722,42;0,60;57715,00;355,67;40684,00;0,25;40445,00;0,25;47,00;0,87;243,00;1,50;184,00;1,13;79,00;0,49;251,00;1,55;269,00;1,66;12,00;0,07;21,00;0,13;5,00;0,03;42,00;0,26;32,04;0,38
41004 Goioerê;106072,00;1570,00;44,00;24058,83;594,72;1,06;17028,00;160,53;31155,00;0,29;29963,00;0,28;41,00;1,16;87,00;0,82;118,00;1,11;44,00;0,41;213,00;2,01;312,00;2,94;487,00;4,59;8,00;0,08;2,00;0,02;22,00;0,21;14,80;0,41
41005 Campo Mourão;221523,00;6237,00;105,00;24596,80;680,66;1,08;67876,00;306,41;60204,00;0,27;59867,00;0,27;72,00;0,98;339,00;1,53;346,00;1,56;82,00;0,37;343,00;1,55;484,00;2,18;3,00;0,01;32,00;0,14;6,00;0,03;83,00;0,37;28,16;0,47
41006 Astorga;197766,00;5825,00;102,00;20652,31;706,27;0,78;63216,00;319,65;52858,00;0,27;53009,00;0,27;55,00;0,83;227,00;1,15;236,00;1,19;83,00;0,42;283,00;1,43;331,00;1,67;121,00;0,61;14,00;0,07;1,00;0,01;40,00;0,20;29,45;0,52
41007 Porecatu;83222,00;2224,00;45,00;20764,31;649,24;1,11;25714,00;308,98;23055,00;0,28;23400,00;0,28;28,00;1,01;75,00;0,90;88,00;1,06;40,00;0,48;152,00;1,83;142,00;1,71;152,00;1,83;8,00;0,10;0,00;0,00;8,00;0,10;26,72;0,54
41008 Floraí;36096,00;1516,00;32,00;25267,81;676,25;0,40;10043,00;278,23;10064,00;0,28;10125,00;0,28;12,00;1,00;38,00;1,05;52,00;1,44;19,00;0,53;69,00;1,91;49,00;1,36;31,00;0,86;4,00;0,11;0,00;0,00;4,00;0,11;42,00;0,89
41009 Maringá;640052,00;28485,00;424,00;29501,16;996,22;0,73;316669,00;494,76;163275,00;0,26;153186,00;0,24;125,00;0,59;1832,00;2,86;1442,00;2,25;331,00;0,52;573,00;0,90;2036,00;3,18;90,00;0,14;121,00;0,19;33,00;0,05;351,00;0,55;44,50;0,66
41010 Apucarana;328142,00;9216,00;274,00;26347,78;779,93;0,81;86007,00;262,10;84230,00;0,26;84830,00;0,26;95,00;0,87;814,00;2,48;597,00;1,82;164,00;0,50;504,00;1,54;1041,00;3,17;52,00;0,16;43,00;0,13;13,00;0,04;115,00;0,35;28,09;0,84
41011 Londrina;823534,00;32344,00;561,00;30158,42;954,51;1,06;507074,00;615,73;221640,00;0,27;221564,00;0,27;171,00;0,62;2501,00;3,04;1685,00;2,05;593,00;0,72;546,00;0,66;2409,00;2,93;32,00;0,04;155,00;0,19;41,00;0,05;431,00;0,52;39,27;0,68
41012 Faxinal;45650,00;1527,00;27,00;19239,65;580,16;1,04;462,00;10,12;12269,00;0,27;12461,00;0,27;16,00;1,05;27,00;0,59;46,00;1,01;20,00;0,44;108,00;2,37;129,00;2,83;68,00;1,49;5,00;0,11;0,00;0,00;6,00;0,13;33,45;0,59
41013 Ivaiporã;128243,00;2615,00;66,00;16902,91;539,98;1,33;13226,00;103,13;31373,00;0,24;29413,00;0,23;48,00;1,12;111,00;0,87;156,00;1,22;48,00;0,37;323,00;2,52;514,00;4,01;17,00;0,13;26,00;0,20;2,00;0,02;49,00;0,38;20,39;0,51
41014 Assaí;70206,00;1854,00;55,00;17555,98;559,93;1,53;24125,00;343,63;18867,00;0,27;18905,00;0,27;25,00;1,07;49,00;0,70;69,00;0,98;26,00;0,37;131,00;1,87;177,00;2,52;4,00;0,06;3,00;0,04;0,00;0,00;#NULO!;0,00;26,41;0,78
41015 Corn.Procópio;172408,00;4762,00;123,00;20292,43;641,66;1,24;91407,00;530,18;49919,00;0,29;49991,00;0,29;51,00;0,89;278,00;1,61;244,00;1,42;113,00;0,66;244,00;1,42;644,00;3,74;52,00;0,30;29,00;0,17;8,00;0,05;55,00;0,32;27,62;0,71
41016 Jacarezinho;127734,00;3149,00;45,00;19197,35;710,09;2,17;93211,00;729,73;33288,00;0,26;33629,00;0,26;32,00;0,75;221,00;1,73;147,00;1,15;52,00;0,41;159,00;1,24;440,00;3,44;84,00;0,66;19,00;0,15;2,00;0,02;62,00;0,49;24,65;0,35
41017 Ibaiti;81691,00;1469,00;42,00;13913,80;622,27;1,57;14498,00;177,47;19093,00;0,23;18557,00;0,23;36,00;1,32;54,00;0,66;78,00;0,95;30,00;0,37;176,00;2,15;200,00;2,45;22,00;0,27;10,00;0,12;1,00;0,01;4,00;0,05;17,98;0,51
41018 Wenceslau Braz;102080,00;1942,00;50,00;18524,70;566,47;1,23;43022,00;421,45;24579,00;0,24;25756,00;0,25;34,00;1,00;69,00;0,68;83,00;0,81;39,00;0,38;201,00;1,97;285,00;2,79;189,00;1,85;13,00;0,13;0,00;0,00;17,00;0,17;19,02;0,49
41019 Telêmaco Borba;174542,00;7151,00;133,00;25966,74;564,57;1,54;67328,00;385,74;39152,00;0,22;38325,00;0,22;48,00;0,83;133,00;0,76;126,00;0,72;38,00;0,22;299,00;1,71;254,00;1,46;47,00;0,27;21,00;0,12;5,00;0,03;33,00;0,19;40,97;0,76
41020 Jaguariaíva;108341,00;2657,00;41,00;26218,50;598,17;1,01;38511,00;355,46;25649,00;0,24;24336,00;0,22;21,00;0,58;76,00;0,70;75,00;0,69;31,00;0,29;122,00;1,13;99,00;0,91;20,00;0,18;14,00;0,13;2,00;0,02;8,00;0,07;24,52;0,38
41021 Ponta Grossa;484964,00;15367,00;253,00;31185,24;805,57;0,82;300247,00;619,11;118821,00;0,25;118189,00;0,24;120,00;0,74;894,00;1,84;684,00;1,41;264,00;0,54;479,00;0,99;814,00;1,68;2,00;0,00;62,00;0,13;16,00;0,03;181,00;0,37;31,69;0,52
41022 Toledo;418813,00;17203,00;233,00;29534,21;802,50;1,07;104372,00;249,21;111803,00;0,27;102488,00;0,24;96,00;0,69;630,00;1,50;546,00;1,30;221,00;0,53;454,00;1,08;944,00;2,25;18,00;0,04;67,00;0,16;18,00;0,04;90,00;0,21;41,08;0,56
41023 Cascavel PR;478462,00;19834,00;297,00;29245,01;857,69;0,75;162416,00;339,45;115132,00;0,24;116584,00;0,24;109,00;0,68;1238,00;2,59;889,00;1,86;326,00;0,68;507,00;1,06;1312,00;2,74;359,00;0,75;95,00;0,20;23,00;0,05;236,00;0,49;41,45;0,62
41024 Foz do Iguaçu;425519,00;26303,00;362,00;33784,08;790,12;0,86;190084,00;446,71;116355,00;0,27;118052,00;0,28;120,00;0,85;822,00;1,93;822,00;1,93;185,00;0,43;600,00;1,41;848,00;1,99;10,00;0,02;68,00;0,16;10,00;0,02;254,00;0,60;61,81;0,85
41025 Capanema;98474,00;2576,00;35,00;21677,54;637,30;1,11;9728,00;98,79;23654,00;0,24;20727,00;0,21;30,00;0,91;73,00;0,74;89,00;0,90;37,00;0,38;184,00;1,87;194,00;1,97;160,00;1,62;16,00;0,16;2,00;0,02;9,00;0,09;26,16;0,36
41026 Franc.Beltrão;261127,00;11999,00;150,00;22569,61;748,23;0,94;72171,00;276,38;56725,00;0,22;57861,00;0,22;88,00;1,01;394,00;1,51;380,00;1,46;155,00;0,59;570,00;2,18;469,00;1,80;11,00;0,04;47,00;0,18;9,00;0,03;93,00;0,36;45,95;0,57
41027 Pato Branco;171079,00;6022,00;76,00;34305,99;815,15;0,86;67315,00;393,47;40465,00;0,24;39761,00;0,23;55,00;0,96;404,00;2,36;287,00;1,68;142,00;0,83;277,00;1,62;411,00;2,40;87,00;0,51;39,00;0,23;9,00;0,05;73,00;0,43;35,20;0,44
41028 Pitanga;67719,00;1067,00;15,00;15526,48;472,03;1,34;9919,00;146,47;11977,00;0,18;10395,00;0,15;27,00;1,20;46,00;0,68;63,00;0,93;30,00;0,44;200,00;2,95;138,00;2,04;100,00;1,48;8,00;0,12;2,00;0,03;4,00;0,06;15,76;0,22
41029 Guarapuava;399242,00;9214,00;113,00;22301,54;592,45;1,13;129286,00;323,83;83104,00;0,21;81612,00;0,20;107,00;0,80;482,00;1,21;434,00;1,09;213,00;0,53;659,00;1,65;765,00;1,92;35,00;0,09;40,00;0,10;8,00;0,02;121,00;0,30;23,08;0,28
41030 Palmas;97484,00;3187,00;43,00;26214,62;563,97;1,72;36017,00;369,47;20531,00;0,21;19704,00;0,20;31,00;0,95;111,00;1,14;117,00;1,20;32,00;0,33;130,00;1,33;204,00;2,09;43,00;0,44;15,00;0,15;3,00;0,03;21,00;0,22;32,69;0,44
41031 Prudentópolis;141649,00;2378,00;43,00;18419,56;502,27;1,33;39684,00;280,16;23514,00;0,17;22880,00;0,16;38,00;0,80;99,00;0,70;111,00;0,78;38,00;0,27;185,00;1,31;180,00;1,27;46,00;0,32;13,00;0,09;0,00;0,00;8,00;0,06;16,79;0,30
41032 Irati;105033,00;2841,00;29,00;22895,55;628,54;1,38;48015,00;457,14;22265,00;0,21;21725,00;0,21;22,00;0,63;110,00;1,05;100,00;0,95;44,00;0,42;134,00;1,28;315,00;3,00;24,00;0,23;19,00;0,18;3,00;0,03;46,00;0,44;27,05;0,28
41033 União Vitória;124095,00;1635,00;21,00;18270,55;550,89;1,11;39805,00;320,76;25097,00;0,20;24715,00;0,20;33,00;0,80;190,00;1,53;109,00;0,88;46,00;0,37;181,00;1,46;340,00;2,74;2138,00;17,23;16,00;0,13;3,00;0,02;45,00;0,36;13,18;0,17
